title,tag,artist,views,lyrics,happiness_from_lyrics,source,domain,chart,region,date,position,url,scraped_at,track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,v_audio_raw,a_audio_raw,v_audio_norm,a_audio_norm,lyrics_language,h_lyrics_raw,h_lyrics_01,h_lyrics_norm,h_track,catharsis_score
'Til You Can't,,Cody Johnson,,"You can tell your old man you'll do some large-mouth fishin' another time
You just got too much on your plate to bait and cast a line
You can always put a rain check in his hand
'Til you can't

You can keep puttin' off forever with that girl who's heart you hold
Swearin' that you'll ask someday further down the road
You can always put a diamond on her hand
'Til you can't

If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

There's a box of greasy parts sittin' in the trunk of that sixty-five
Still waitin' on you and your grandad to bring it back to life
You can always get around to fixin' up that Pontiac
'Til you can't

If you got a chance take it
Take it while you got a chancе
If you got a dream chase it
'Cause a drеam won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

So take that phone call from your mama
Just talk away
'Cause you'll never know how bad you wanna
'Til you can't some day
Don't wait on tomorrow 'cause tomorrow may not show
Say your sorry's, I love you's
'Cause, man, you never know

If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
Yeah, if you got a chance take it (Take it)
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
'Til you can't

Yeah
Take it",0.6497226804494858,billboard,billboard.com,hot-100,,2022-01-01,82.0,,2025-11-22T15:10:20.303946+00:00,'Til You Can't,Cody Johnson,Country Car Hits,1.0,224213.0,False,0.501,0.815,1.0,-4.865,1.0,0.0436,0.0513,0.0,0.106,0.46,160.087,4.0,country,,-0.0555541649971756,0.4016034509112439,0.4861150296254943,0.5990728453895862,en,6.363300970873787,0.6704126213592234,0.6800879211061301,0.6024987645138757,0.2381321961885484
First Class,,Jack Harlow,,"[Chorus: Jack Harlow & Fergie]
Mm
I been a G, throw up the L
Sex in the A.M., uh-huh
O-R-O-U-S, yeah
And I could put you in first class
Up in the sky
I could put you in first class
Up in the—, up-up in the—
I been a G, throw up the L
Sex in the A.M., uh-huh
O-R-O-U-S, yeah
And I could put you in first class
Up in the sky, mm, mm
I could put you in  first class
Up in the—, up-up in the—

[Verse 1]
I could see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I don't care what frat that you was in, you can't alpha me, keep dreaming
Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like so I just keep cheesin'
Hard drive full of heat seekin'
Tryna come the same day as Jack, rethink it
Y'all don't need Givenchy, you need Jesus
Why do y'all sleep on me? I need reasons
Uh, I got plaques in thе mail, peak season
Shout out to my UPS workers, makin' surе I receive 'em
You could do it too, believe it
[Chorus: Jack Harlow & Fergie]
I been a G, throw up the L
Sex in the A.M., uh-huh
O-R-O-U-S, yeah
And I could put you in first class
Up in the sky, mm, mm
I could put you in first class
Up in the—, up-up in the—

[Verse 2: Jack Harlow & Polow Da Don]
Are you ready? Ha, yes I am
They say ""You a superstar now, damn"", I guess I am
You might be the man, well that's unless I am
Okay, I'll confess I am
Go ahead and get undressed, I am
Okay cool, you want sunset? I am
I'm about to slide, okay
I'm outside, okay this lifestyle don't got many downsides
Except for the lack of time I get 'round my family
Making sure they never downsize
I got visions of my mom saying, ""Wait, this house mine?""
Can't lie, I'm on Angus, Cloud 9
I got 'em on the bandwagon now, about time
I ain't even got no downtime
Every time I speak, she say, ""Yeah, that sounds fine""
[Chorus: Jack Harlow & Fergie]
I been a G, throw up the L
Sex in the A.M., uh-huh
O-R-O-U-S, yeah
And I could put you in first class
Up in the sky
I could put you in first class
Up in the—, up-up in the—
I been a G, throw up the L
Sex in the A.M., uh-huh
O-R-O-U-S, yeah
And I could put you in first class
Up in the sky, mm, mm
I could put you in first class",0.5053254691883922,billboard,billboard.com,hot-100,,2022-07-02,3.0,,2025-11-22T15:11:28.361775+00:00,First Class,Jack Harlow,Back to School!,1.0,173947.0,True,0.905,0.563,8.0,-6.135,1.0,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4.0,hip-hop,,-0.537928624392662,0.2802269780378708,0.3686695684481557,0.5696018697505476,en,6.383559322033898,0.6729449152542373,0.68960769898415,0.5612324467697523,0.249922818705822
Fall In Love,,Bailey Zimmerman,,"Heard you moved out to South Carolina
Just like you always said we would
Packed your bags in that old 4Runner
That I bought you when things were good
I'm glad to see the stop sign didn't hit ya
Bring you back to your senses
Oh, it waved you gone, goodbye
Yeah, it waved you gone, goodbye

I heard you found yourself a brand-new man
Put a rock on your finger and he vowed you a second chance
Built a house right by the coast
That ocean view is beautiful, but baby, I just want you to know
He don't know you like I did
Money talks, but I ain't buyin'

'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love

I seen your mama walkin' out the county market
And I stopped to ask her how she's been
Said she's missin' ya and tried to go convincin' ya
Not to settle down with him
She ain't wrong, the whole town knows it
You had a bed of roses, but girl, you couldn't walk that line
You can act like you're doin' fine

'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love


'Cause love's a smoke ring wrapped around your finger
One second, it's a blessin', and the next, it's already gone
A broken heart, I'm a walkin' testimony
My confession is a lesson that I'm pourin' out in this song
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah
You don't wanna fall in love
Oh-woah-woah, oh-woah-woah

Heard you moved out to South Carolina
Just like you always said we would",0.2224393840879202,billboard,billboard.com,hot-100,,2022-07-02,60.0,,2025-11-22T15:11:28.361775+00:00,Fall in Love,Bailey Zimmerman,New Country,1.0,232058.0,False,0.524,0.643,9.0,-6.055,1.0,0.0297,0.451,0.0,0.221,0.397,135.962,4.0,country,,-0.2790070395700847,-0.1628862589738129,0.4306972303312469,0.4593682321690158,en,6.138018867924528,0.642252358490566,0.5655339109445172,0.5115992386992091,0.2243557943087458
5 Foot 9,,Tyler Hubbard,,"Jack makes good whiskey, yeah
Red dirt makes good-riding roads
Country makes good music
For kicking up dust in a taillight glow
Dry wood makes good fires
Goodyears make good swings
All that's all good, but for me

God makes five-foot-nine, brown eyes in a sundress
Loves Tim McGraw and a small-town accent
Ain't no way that me and this truck made her fall in love
Jack makes good whiskey, but God makes the good stuff

Oh, God makes the good stuff

Like that sweet little kiss she lays on me
When I pull up in the gravel drive
The way she dances with the raindrops
Like she's the reason why they fall from the sky
And I thank Him every time I close my eyes

God makes five-foot-nine, brown eyes in a sundress
Loves Tim McGraw and a small-town accent
Ain't no way that me and this truck made her fall in love
Jack makes good whiskey, but God makes the good stuff

God made her, so I'ma make sure
He didn't waste an angel on me

When He made five-foot-nine, brown eyes in a sundress
Loves Tim McGraw and a small-town accent
Ain't no way that me and this truck made her fall in love
Jack makes good whiskey, but God makes the good stuff
Five-foot-nine, brown eyes in a sundress
Loves Tim McGraw and a small-town accent
Ain't no way that me and this truck made her fall in love
Jack makes good whiskey, but God makes the good stuff (Oh)

Yeah, God makes the good stuff
Yeah, God makes the good stuff (Oh)
Woah",0.6555895876372233,billboard,billboard.com,hot-100,,2022-07-02,88.0,,2025-11-22T15:11:28.361775+00:00,5 Foot 9,Tyler Hubbard,Artsy & Colourful,1.0,189780.0,False,0.602,0.796,5.0,-5.609,1.0,0.0465,0.146,0.0,0.125,0.53,106.005,4.0,country,,0.1927268067505011,-0.0227381641815866,0.5480331166521426,0.494315703862339,en,6.675750000000001,0.7094687500000001,0.8076006364068634,0.7037736285049752,0.1464293473281499
Take Me Home For Christmas,,Dan + Shay,,"Baby, when December comes, when it's gettin' cold outside
And your bags are packed, I don't wanna say goodbye
When I see the trees light up, when they hang the mistletoe
And I'm by the fire, I don't wanna be alone

Baby, won't you take me home for Christmas, show me 'round your town?
Take me where you used to watch the snow come down
All of your traditions, I wanna know 'em all
You'll check every box off of my list
If you take me home for Christmas

Take me home, yeah
Take me home
Take me home

I wanna spend the night before drinkin' with your high school friends
'Round the neighborhood, we could do a little caroling
Watchin' Santa fly 'cross a Christmas moon
Don't need gifts this year if I got you

Baby, won't you take me home for Christmas, show me 'round your town?
Take me where you used to watch the snow come down
All of your traditions, I wanna know 'em all
You'll check every box off of my list
If you take me home for Christmas

Wanna be by your side
When you open your eyes and say, ""Baby, it's Christmas""
Yes, I do, ooh

Baby, won't you take me home for Christmas, show me 'round your town?
Take me where you used to watch the snow come down (Snow come down)
All of your traditions (La-da-da-da-da), I wanna know 'em all (Every single one of 'em, baby)
You'll check every box off of my list
If you take me home for Christmas (Home for Christmas)

Take me home (Oh, yeah, babe)
Take me home (Take me home)
Take me home (Hey)

Dum-dum, dum-dum, dum-dum, dum-dum, da-dum-da
Da-dum
Oh, oh, da-da-da-da-da-da-da-yeah
Yeah, you know it, baby
Ooh
Oh
Won't you take me home for Christmas?",0.5054917791858315,billboard,billboard.com,hot-100,,2021-01-02,48.0,,2025-11-22T15:12:36.405866+00:00,Take Me Home for Christmas,Dan + Shay,Country Christmas Time,1.0,203880.0,False,0.694,0.769,6.0,-4.665,1.0,0.0325,0.163,0.0,0.0976,0.663,93.033,4.0,country,,0.664460653071087,-0.001164959123744,0.6602616992917552,0.4997087602520015,en,6.545238095238095,0.6931547619047619,0.7595695704264241,0.7198464219725565,0.1399951971562561
Favorite Time Of Year,,Carrie Underwood,,"[Intro]
Yeah

[Verse 1]
Break out the tinsel, unpack the lights
We're 'bout to bring on the merry and bright
I hear those jingle bells in the air
Ringing out the sound of joy everywhere

[Pre-Chorus]
'Tis the season we've been waiting for
(Waiting, don't keep me waiting)
Can't you feel it knocking at your door?
(Knock, knock, it's knocking at your door)

[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year
[Verse 2]
Stockings on chimneys, angels on trees
Sugar and cinnamon, it's the little things
Blankets and movies in black and white
Together they make up this colorful life

[Pre-Chorus]
'Tis the season we've been waiting for
(Waiting, don't keep me waiting)
Oh, can't you feel it knocking at your door?
(Knock, knock, it's knocking at your door)

[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year

[Bridge]
Christmas is my favorite time
Christmas is my favorite time
Christmas is my favorite time
Oh, don't keep me waiting
[Chorus]
Love pouring out like the snow from the sky
Snuggled up together sitting by the fire
Oh, it's magical, it's my favorite time
Pretty little wishes tied up in a bow
And every little kiss is like we're underneath the mistletoe
It's music to my ears
Christmas is my favorite time of year
(Christmas is my favorite time of year)

[Outro]
Christmas is my favorite time of year
Oh, yes it is",0.9396989136002958,billboard,billboard.com,hot-100,,2021-01-02,62.0,,2025-11-22T15:12:36.405866+00:00,Favorite Time Of Year,Carrie Underwood,Country Christmas Greatest Hits,1.0,195320.0,False,0.509,0.881,0.0,-5.302,1.0,0.0497,0.00489,0.0,0.359,0.509,141.881,4.0,country,,0.118242515226198,0.3365411252970982,0.5295262355756745,0.5833500770125947,en,6.657543859649123,0.7071929824561404,0.8013658441926118,0.6926300007458368,0.1793043127362772
Firework,,Katy Perry,,"[Verse 1]
Do you ever feel like a plastic bag
Drifting through the wind, wanting to start again?
Do you ever feel, feel so paper-thin
Like a house of cards, one blow from caving in?
Do you ever feel already buried deep?
Six feet under screams, but no one seems to hear a thing
Do you know that there's still a chance for you?
'Cause there's a spark in you

[Pre-Chorus]
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

[Chorus]
'Cause baby, you're a firework
Come on show 'em what you're worth
Make 'em go, ""awe, awe, awe,""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""awe, awe, awe""
You're gonna leave them all in awe, awe, awe
[Verse 2]
You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know

[Pre-Chorus]
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

[Chorus]
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""awe, awe, awe""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""awe, awe, awe""
You're gonna leave them all in awe, awe, awe
[Bridge]
Boom, boom, boom
Even brighter than the moon, moon, moon
It's always been inside of you, you, you
And now it's time to let it through

[Chorus]
'Cause baby, you're a firework
Come on show 'em what you're worth
Make 'em go, ""awe, awe, awe,""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""awe, awe, awe""
You're gonna leave them all in awe, awe, awe

[Outro]
Boom, boom, boom
Even brighter than the moon, moon, moon
Boom, boom, boom
Even brighter than the moon, moon, moon",0.5634406628087163,billboard,billboard.com,hot-100,,2011-06-04,32.0,,2025-11-22T16:33:59.805187+00:00,Firework,Katy Perry,Del gusto de mamá,1.0,227973.0,False,0.637,0.867,8.0,-3.686,1.0,0.05,0.143,0.0,0.11,0.652,124.069,4.0,dance,,0.6254450717964521,0.415553957697739,0.6514559299693229,0.6024188630300291,en,6.3325000000000005,0.6665625000000001,0.6653238643029059,0.6597766905694726,0.204956939243452
Good Feeling,,Flo Rida,,"[Chorus: Etta James]
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah

[Verse 1: Flo Rida]
Yes I can, doubt better leave, I'm runnin' with this plan
Pull me, grab me, crabs in the bucket can't have me
I'll be the president one day
January first, oh, you like that gossip?
Like you the one drinking what God sip—dot com
Now I got a word for your tongue
How many rolling stones you want?
Yeah I got a brand new spirit
Speaking it and it's done
Woke up on the side of the bed like I won
Talk like a winner, my chest to that sun
G5 dealer, U.S. to Taiwan
Now who can say that? I wanna play back
Mama knew I was a needle in a hay stack
A Bugatti boy, plus Maybach
I got a feeling it's a rap, ASAP
[Chorus: Etta James & Flo Rida]
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah

[Verse 2: Flo Rida]
The mountain top, walk on water
I got power, feel so royal
One second I'ma strike all you
Diamond, platinum, no more for you
Got adrenaline, never giving in
Giving up's not an option, gotta get it in
Witness, I got the heart of twenty men
No fear, go to sleep in the lion's den
That flow, that spark, that crown
You looking at the king of the jungle now
Stronger than ever, can't hold me down
A hundred miles gunning from the pitcher's mound
Straight game face, it's game day
See me running through the crowd full of melee
No trick plays, I'm Bill Gates, take a genius to understand me
[Chorus: Etta James]
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah

[Drop]

[Bridge: Flo Rida]
Let's get it, let's get it
I know you got the good feelin'
Let's get it, let's get it
Gotta love the life that we livin'
Let's get it, let's get it
I know you got the good feelin'
Let's get it, let's get it
Gotta love the life that we livin'

[Chorus: Etta James]
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, oh, sometimes I get a good feeling, yeah
I get a feeling that I
Never, never, never, never had before, no no
I get a good feeling, yeah
Oh, oh, sometimes I get a good feeling, yeah",0.5573043618351221,billboard,billboard.com,hot-100,,2012-06-02,40.0,,2025-11-22T16:35:40.323986+00:00,Good Feeling,Flo Rida,Running Songs,1.0,248133.0,False,0.706,0.89,1.0,-4.447,0.0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4.0,dance,,0.3424918156203569,0.677472232089285,0.5847956874724208,0.6631742924940002,en,5.532422360248448,0.5665527950310559,0.2582741549969327,0.3888827679871279,0.4052772379710281
Wagon Wheel,,Darius Rucker,,"[Verse 1]
Heading down south to the land of the pines
I'm thumbing my way into North Caroline
Staring up the road and pray to God I see headlights
I made it down the coast in seventeen hours
Picking me a bouquet of dogwood flowers
And I'm a-hoping for Raleigh, I can see my baby tonight

[Chorus]
So rock me, mama, like a wagon wheel
Rock me, mama, any way you feel
Hey, mama, rock me
Rock me, mama, like the wind and the rain
Rock me, mama, like a southbound train
Hey, mama, rock me

[Verse 2]
Running from the cold up in New England
I was born to be a fiddler in an old time string band
My baby plays a guitar, I pick a banjo now
Oh, north country winters keep a-getting me down
Lost my money playing poker so I had to leave town
But I ain't turning back to living that old life no more
[Chorus]
So rock me, mama, like a wagon wheel
Rock me, mama, any way you feel
Hey, mama, rock me
Rock me, mama, like the wind and the rain
Rock me, mama, like a southbound train
Hey, mama, rock me

[Verse 3]
Walking to the south out of Roanoke
I caught a trucker out of Philly had a nice long toke
But he's a heading west from the Cumberland gap
To Johnson City, Tennessee
And I got to get a move on before the sun
I hear my baby calling my name and I know that she's the only one
And if I die in Raleigh at least I will die free

[Chorus]
So rock me, mama, like a wagon wheel
Rock me, mama, any way you feel
Hey, mama, rock me
Rock me, mama, like the wind and the rain
Rock me, mama, like a southbound train
Hey, mama, rock me
So rock me, mama, like a wagon wheel
Rock me, mama, any way you feel
Hey, hey, mama, rock me
Mama, rock me
Mama, rock me
Rock me, mama, like the wind and the rain
Rock me, mama, like a southbound train
Hey, hey, mama, rock me
You can rock me
Rock me",0.6024377252906561,billboard,billboard.com,hot-100,,2013-06-01,21.0,,2025-11-22T16:37:35.081974+00:00,Wagon Wheel,Darius Rucker,Fishing Music,1.0,298400.0,False,0.535,0.661,9.0,-7.139,1.0,0.0304,0.46,0.0,0.142,0.596,148.121,4.0,country,,0.4268202943983105,0.0426856917513608,0.605114129037634,0.5106698028945859,en,6.415882352941177,0.6769852941176471,0.7044678871344596,0.6647263838957294,0.1712141114517229
Ain't It Fun,,Paramore,,"I don't mind
Lettin' you down easy, but just give it time
If it don't hurt now, but just wait, just wait awhile
You're not the big fish in the pond no more
You are what they're feedin' on

So what are you gonna do
When the world don't orbit around you? Ooh, uh, uh
So what are you gonna do
When the world don't orbit around you?

Ain't it fun
Livin' in the real world?
Ain't it good
Bein' all alone?

Where you're from
You might be the one who's runnin' things
Well, you could ring anybody's bell and get what you want
See, it's easy to ignore trouble
When you're livin' in a bubble

So what are you gonna do
When the world don't orbit around you? Mm, uh, uh
So what are you gonna do
When nobody wants to fool with you? Oh, oh, oh, uh, uh

Ain't it fun
Livin' in the real world?
Ain't it good
Bein' all alone?
Ain't it good to be on your own?
Ain't it fun you can't count on no one?
Ain't it good to be on your own?
Ain't it fun you can't count on no one?
Ain't it fun
Livin' in the real world?

Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world
Don't go cryin' to your mama
'Cause you're on your own in the real world

Ain't it fun? Ain't it fun?
Baby, now you're one of us
Ain't it fun? Ain't it fun?
Ain't it fun?

Ain't it fun
Livin' in the real world?
Ain't it good?
Ain't it good bein' all alone?
Ain't it fun
Livin' in the real world? 'Cause the world don't orbit around you
Ain't it good?
Ain't it good bein' all alone? Ah, ah

Don't go cryin'
To your mama (Not to your mama)
'Cause you're on your own
In the real world (
Don't go cryin'
)
Don't go cryin'
To your mama (
To your mama
)
'Cause you're on your own (
Hey
)
In the real world (Oh)
Don't go cryin'
To your mama (
Yeah, yeah
)
'Cause you're on your own
This is the real world
Don't go cryin' (
Hey
)
To your mama (
Don't go cryin'
)
'Cause you're on your own (
You're on your own
)
In the real world
This is the real world (Don't go cryin')
This is the real world (To your mama)
Don't go cryin' ('Cause you're on your own)
In the real world
Oh (Don't go cryin')
Oh (
Don't you cry to your mama
)
'Cause you're on your own
'Cause you're on your own
 in the real world
Don't go cryin'
Don't you go, don't you go cryin'
Don't go cryin'
You're on your own
Don't go cryin'
Don't, don't, don't go cryin' to your mama
Don't go cryin'
Don't you cry…",0.3908140261967976,billboard,billboard.com,hot-100,,2014-06-07,11.0,,2025-11-22T16:39:29.267559+00:00,Ain't It Fun,Paramore,Alternative Rock Mixtape,1.0,296520.0,False,0.606,0.893,9.0,-3.681,1.0,0.0987,0.154,4.18e-05,0.021,0.671,103.985,4.0,emo,,0.6928356212708215,0.1536204371652048,0.6665974276743019,0.5383297594942553,en,5.9275806451612905,0.6159475806451613,0.4515152158645251,0.5375481005884358,0.2489516197878889
Pompeii,,Bastille,,"[Directed by Jesse John Jenkins]

[Intro]
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu

[Verse 1]
I was left to my own devices
Many days fell away with nothing to show

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?
[Verse 2]
We were caught up and lost in all of our vices
In your pose as the dust settled around us

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills, bringing darkness from above

[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?

[Bridge]
Oh, where do we begin, the rubble or our sins?
Oh, where do we begin, the rubble or our sins?

[Pre-Chorus]
And the walls kept tumbling down in the city that we love
(Oh, where do we begin, the rubble or our sins?)
Grey clouds roll over the hills bringing darkness from above
(Oh, where do we begin, the rubble or our sins?)
[Chorus]
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I going to be an optimist about this?
How am I going to be an optimist about this?
If you close your eyes
Does it almost feel like nothing changed at all?

[Outro]
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu",0.4478743299841881,billboard,billboard.com,hot-100,,2014-06-07,19.0,,2025-11-22T16:39:29.267559+00:00,Pompeii,Bastille,10's Music Grandi Successi,1.0,216760.0,False,0.68,0.711,9.0,-6.371,1.0,0.0414,0.0918,0.0,0.241,0.571,127.436,4.0,rock,Gredos;Salvapantallas con ilustraciones de iTunes;music de jeu,0.3381485187741402,0.2553968113869385,0.5837407060219266,0.5635043913032003,en,5.816136363636364,0.6020170454545455,0.3924068273952976,0.4689403788459492,0.2992544285641215
Want To Want Me,,Jason Derulo,,"[Intro]
Derulo

[Verse 1]
It's too hard to sleep
I got the sheets on the floor, nothing on me
And I can't take it no more, it's a hundred degrees
I got one foot out the door, where are my keys? 'Cause I gotta leave, yeah
In the back of the cab (ooh)
I tipped the driver 'head of time, get me there fast (Ooh)
I got your body on my mind, I want it bad (Ooh)
Ooh, just the thought of you gets me so high, so high

[Chorus]
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Aw yeah
[Verse 2]
You open the door (Ooh)
Wearing nothing but a smile down to the floor (Ooh)
And you whisper in my ear, ""Baby, I'm yours"" (Ooh)
Ooh, just the thought of you gets me so high (So high), so high

[Chorus]
Girl, you're the one I want to want me
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you
Girl, you're the one I want to want me (Uh)
And if you want me, girl, you got me
There's nothing I, no, I wouldn't do (I wouldn't do)
Just to get up next to you (Yeah)
Ooh-ooh-ooh-ooh-ooh-ooh
Just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh (Ooh)

[Bridge]
Just the thought of you
Gets me so high, so high
Ooh, just the thought of you
Gets me so high, so high

[Chorus]
Girl, you're the one I want to want me (I want, want you)
And if you want me, girl, you got me (You got me)
There's nothing I, no, I wouldn't do (I wouldn't do) (I wouldn't do)
Just to get up next to you (Whoa, oh)
Girl, you're the one I want to want me
And if you want me, girl, you got me (You want, want, want me) (You got me)
There's nothing I, no, I wouldn't do (Oh no, I wouldn't do)
Just to get up next to you (Oh)
Ooh-ooh-ooh-ooh-ooh-ooh
I would do anything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Anything and everything, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Baby, just to get up next to you
Ooh-ooh-ooh-ooh-ooh-ooh
Oh, get up, get up",0.2920218751144905,billboard,billboard.com,hot-100,,2015-06-06,7.0,,2025-11-22T16:41:24.543250+00:00,Want to Want Me,Jason Derulo,Running Songs,1.0,206280.0,True,0.772,0.643,0.0,-6.24,0.0,0.063,0.0102,0.0,0.0705,0.669,114.031,4.0,dance,,0.285741879220888,0.1914572663845759,0.5709533563571865,0.5477186414847256,en,6.087737226277373,0.6359671532846716,0.5384664387432604,0.5514612057888308,0.2456730590185384
